nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0000451	Gaby Hoffmann	1982	\N	actress,soundtrack,director	tt0098554,tt0116242,tt0114011,tt0097351	https://image.tmdb.org/t/p/{width_variable}/bMdxuHqCJkf4dAFKleYRs2GXDN9.jpg
nm0000454	Dennis Hopper	1936	2010	actor,director,writer	tt0111257,tt0114898,tt0090756,tt0064276	https://image.tmdb.org/t/p/{width_variable}/3Hg8mkb1RxqNhDOofzHdr0PoufH.jpg
nm0000455	John Hughes	1950	2009	writer,producer,director	tt0093748,tt0090305,tt0088847,tt0098554	https://image.tmdb.org/t/p/{width_variable}/1Pm0HXRXSwz5BON9HHNDLdl4HjZ.jpg
nm0000459	Timothy Hutton	1960	\N	actor,producer,director	tt0343737,tt0081283,tt1103987,tt0115639	https://image.tmdb.org/t/p/{width_variable}/oWVtWGEauBs0zXrk0cWqiqYxJtN.jpg
nm0000460	Jeremy Irons	1948	\N	actor,soundtrack,producer	tt2094766,tt0110357,tt0094964,tt2975590	https://image.tmdb.org/t/p/{width_variable}/w8Ct1q02Ht3sWdOSqfp3B85TzT.jpg
nm0000461	Michael Ironside	1950	\N	actor,producer,writer	tt0092099,tt0081455,tt0100802,tt0120201	https://image.tmdb.org/t/p/{width_variable}/mzHmxtKcMJjDqWxKd67mKQJFW1B.jpg
nm0000462	Kate Jackson	1948	\N	actress,producer,director	tt0085088,tt0084293,tt0059978,tt0073972	https://image.tmdb.org/t/p/{width_variable}/jZj5IJss6c94E7RQIfkDt3wilUm.jpg
nm0000463	Famke Janssen	1964	\N	actress,writer,director	tt0376994,tt0113189,tt0120903,tt0185371	https://image.tmdb.org/t/p/{width_variable}/nt4fpE3cerdDWyZFiRkYRDcOYh4.jpg
nm0000464	Jim Jarmusch	1953	\N	director,writer,actor	tt5247022,tt0088184,tt0412019,tt1714915	https://image.tmdb.org/t/p/{width_variable}/iMpIrvhoO9SZWhiDkSzaUt9Yd4N.jpg
nm0000465	Ron Jeremy	1953	\N	actor,director,writer	tt0124819,tt0120577,tt0165710,tt0144117	
nm0000466	Jean-Pierre Jeunet	1953	\N	director,writer,producer	tt0344510,tt1149361,tt0211915,tt0101700	https://image.tmdb.org/t/p/{width_variable}/u3QmPbF9gdTTLsAHS97ic93gg6S.jpg
nm0000467	Don Johnson	1949	\N	actor,producer,soundtrack	tt8946378,tt0086759,tt0072730,tt1853728	https://image.tmdb.org/t/p/{width_variable}/6s6oav541p7xspCG6PvXut7knkP.jpg
nm0000468	Lynn-Holly Johnson	1958	\N	actress,director	tt0088395,tt0081738,tt0082398,tt0077716	https://image.tmdb.org/t/p/{width_variable}/otNAP9RUhGwzJ9vlQ8i4KWAc2Sc.jpg
nm0000473	Diane Keaton	1946	\N	actress,producer,director	tt0337741,tt0356680,tt0075686,tt0082979	https://image.tmdb.org/t/p/{width_variable}/siSWRRFN9uO6iCN7y9OrHU5IaJ.jpg
nm0000474	Michael Keaton	1951	\N	actor,miscellaneous,producer	tt2562232,tt0096895,tt1895587,tt4276820	https://image.tmdb.org/t/p/{width_variable}/baeHNv3qrVsnApuKbZXiJOhqMnw.jpg
nm0000476	Sally Kirkland	1941	\N	actress,producer,miscellaneous	tt0070903,tt3216866,tt0102138,tt0092569	https://image.tmdb.org/t/p/{width_variable}/lHTewZ3kzzXe49W8d2vRs7tbCPh.jpg
nm0000479	Walter Koenig	1936	\N	actor,writer,producer	tt0084726,tt0060028,tt0092007,tt0102975	https://image.tmdb.org/t/p/{width_variable}/bgntAOfEzRR8NxjjOS1LEn9rSWD.jpg
nm0000481	Alice Krige	1954	\N	actress,producer,writer	tt1981115,tt0117731,tt9086228,tt0105428	https://image.tmdb.org/t/p/{width_variable}/5Bqbdokkc8b1PSPrjHgEHXpxwzx.jpg
nm0000482	Sylvia Kristel	1952	2012	actress,soundtrack,director	tt0077497,tt0081249,tt0071464,tt0078740	https://image.tmdb.org/t/p/{width_variable}/wz0OaZanHCSPvCHXJaPgHKQUpPE.jpg
nm0000483	Christopher Lambert	1957	\N	actor,producer,writer	tt0091203,tt0106950,tt0113855,tt0120604	
nm0000484	John Landis	1950	\N	producer,director,actor	tt0067716,tt0118747,tt0080455,tt0086491	https://image.tmdb.org/t/p/{width_variable}/nXKdxxELgAaGecCpxAWCoj6TV3f.jpg
nm0000485	Fritz Lang	1890	1976	writer,director,producer	tt0017136,tt0057345,tt0038057,tt0022100	https://image.tmdb.org/t/p/{width_variable}/zb7VF00t04zBaU4OJEihrD5O56s.jpg
nm0000486	Heather Langenkamp	1964	\N	actress,special_effects,make_up_department	tt13444912,tt0094490,tt0111686,tt0087800	https://image.tmdb.org/t/p/{width_variable}/eqsaCuWAKbWJORS84dqpXzmg8b0.jpg
nm0000487	Ang Lee	1954	\N	director,producer,writer	tt0107156,tt0190332,tt0454876,tt0808357	https://image.tmdb.org/t/p/{width_variable}/lwhIzt4PVNrsfOXuZcKXhtPE83P.jpg
nm0000490	Spike Lee	1957	\N	director,producer,writer	tt0097216,tt9777644,tt0104797,tt0091939	https://image.tmdb.org/t/p/{width_variable}/2KOHXgk2uoRXl6u7V9xpAIo3uay.jpg
nm0000491	John Leguizamo	1960	\N	actor,producer,writer	tt0162677,tt0117509,tt0203009,tt0120177	https://image.tmdb.org/t/p/{width_variable}/kwYCdxTlDh9zauUCg4mp2XTCQTw.jpg
nm0000492	Jennifer Jason Leigh	1962	\N	actress,producer,soundtrack	tt0109642,tt3460252,tt0108122,tt0105414	https://image.tmdb.org/t/p/{width_variable}/7DbG2AO3nygHAkNC866HLPKkxv9.jpg
nm0000493	Jack Lemmon	1925	2001	actor,soundtrack,producer	tt0104348,tt0107050,tt0053604,tt0053291	https://image.tmdb.org/t/p/{width_variable}/7jWVWLr1VJqQrN3d4YJaATCIHRw.jpg
nm0000496	Juliette Lewis	1973	\N	actress,soundtrack,director	tt1322269,tt0116367,tt0101540,tt0110632	https://image.tmdb.org/t/p/{width_variable}/oErIsGmtxeluwtzRoWI3dx2pYGQ.jpg
nm0000498	Matthew Lillard	1970	\N	actor,producer,soundtrack	tt0331632,tt0267913,tt1033575,tt0133189	https://image.tmdb.org/t/p/{width_variable}/51v6jsvzuAXYirIzdqcjLBp46d6.jpg
nm0000499	Bai Ling	\N	\N	actress,producer,writer	tt0119994,tt0109506,tt1121931,tt0405336	https://image.tmdb.org/t/p/{width_variable}/4NB0MRVFjwutFQCPy8kbq6MEFrb.jpg
nm0000500	Richard Linklater	1960	\N	producer,director,writer	tt0405296,tt0243017,tt2209418,tt1065073	https://image.tmdb.org/t/p/{width_variable}/9h1PR9Ydqb2lFJhIZCZjU8HY0BP.jpg
nm0000506	Julia Louis-Dreyfus	1961	\N	actress,producer,soundtrack	tt2390361,tt0098904,tt0462128,tt1759761	https://image.tmdb.org/t/p/{width_variable}/pDzlVQhjxKQBpb9NcQ3hR20kz3z.jpg
nm0000507	Rob Lowe	1964	\N	actor,producer,soundtrack	tt0086066,tt0145660,tt0105793,tt0090060	https://image.tmdb.org/t/p/{width_variable}/77decDyKXB34i9A1FnMM1suI5cA.jpg
nm0000510	Andie MacDowell	1958	\N	actress,producer,soundtrack	tt0102070,tt0107048,tt0109831,tt0098724	https://image.tmdb.org/t/p/{width_variable}/akeheO4i3cR1HpSU8yu9HrLcsKm.jpg
nm0000511	Shirley MacLaine	1934	\N	actress,soundtrack,writer	tt0048750,tt0053604,tt0086425,tt0098384	https://image.tmdb.org/t/p/{width_variable}/mpW9c34IAFPW0ODuKR8J0FAqN5i.jpg
nm0000513	William H. Macy	1950	\N	actor,writer,director	tt0116282,tt0118749,tt0175880,tt1586680	https://image.tmdb.org/t/p/{width_variable}/r8L4rJlEZXKo91nJjoMXaMHHt0P.jpg
nm0000514	Michael Madsen	1957	\N	actor,producer,writer	tt0266697,tt0105236,tt0119008,tt0103074	https://image.tmdb.org/t/p/{width_variable}/69cqjkTNKI1muAfnvorfmWNVgIe.jpg
nm0000516	Lee Majors	1939	\N	actor,music_department,producer	tt0058791,tt0071054,tt0096061,tt0081859	https://image.tmdb.org/t/p/{width_variable}/ylu6EnPkQM2Q9xzBzjUCPrfeh1M.jpg
nm0000517	Terrence Malick	1943	\N	producer,writer,director	tt0069762,tt0478304,tt0077405,tt5827916	https://image.tmdb.org/t/p/{width_variable}/6FSi5aeyCNxJp96gxOmX7R4hCFu.jpg
nm0000518	John Malkovich	1953	\N	actor,producer,writer	tt0107206,tt0887883,tt0094947,tt0120601	https://image.tmdb.org/t/p/{width_variable}/5coH0AExljEnbseCXKL4CDOVQj8.jpg
nm0000519	David Mamet	1947	\N	writer,producer,director	tt0093223,tt0104348,tt0120202,tt0120885	https://image.tmdb.org/t/p/{width_variable}/3Hfebpi4fRSY0lciWUc355ylP6j.jpg
nm0000520	Michael Mann	1943	\N	producer,writer,director	tt0104691,tt0140352,tt0369339,tt0083190	https://image.tmdb.org/t/p/{width_variable}/syowcptZIOosLMwVWbXFOU8jVvd.jpg
nm0000521	Sophie Marceau	1966	\N	actress,director,writer	tt0143145,tt0082100,tt0112573,tt1194616	https://image.tmdb.org/t/p/{width_variable}/dE4Gn2W4774w00Sny9DwuNx2NwN.jpg
nm0000524	Mary Stuart Masterson	1966	\N	actress,producer,director	tt0109198,tt0106387,tt0101921,tt0094006	https://image.tmdb.org/t/p/{width_variable}/njHHxFIJutnRsFM1c85PC8FBOzj.jpg
nm0000525	Heather Matarazzo	1982	\N	actress,producer,director	tt0114906,tt0247638,tt0498353,tt0118971	https://image.tmdb.org/t/p/{width_variable}/afZhMKmsAHZA9jHq7F9tNUFZci6.jpg
nm0000527	Walter Matthau	1920	2000	actor,soundtrack,director	tt0063374,tt0072251,tt0056923,tt0060424	https://image.tmdb.org/t/p/{width_variable}/pm1YEQPlsNcHQHZJBgcXvu4U4vg.jpg
nm0000530	Andrew McCarthy	1962	\N	actor,director,producer	tt0098627,tt0091790,tt2372162,tt2741602	https://image.tmdb.org/t/p/{width_variable}/swlewiX5zUjF5za9JOFXIVrL3kH.jpg
nm0000532	Malcolm McDowell	1943	\N	actor,producer,soundtrack	tt0373883,tt0111280,tt0080025,tt0066921	https://image.tmdb.org/t/p/{width_variable}/hL8ep4Hqj6izX7IlzE7Bbcfq62w.jpg
nm0000533	Gates McFadden	1949	\N	actress,producer,miscellaneous	tt0112060,tt8806524,tt0091369,tt0092455	https://image.tmdb.org/t/p/{width_variable}/5z4rWmLHBHydQRwLHldQllIDq9x.jpg
nm0000535	Rose McGowan	1973	\N	actress,soundtrack,producer	tt0155776,tt0462322,tt0158552,tt1077258	https://image.tmdb.org/t/p/{width_variable}/38zwwYnEWfATlVTSZ2tOSHtCd3k.jpg
nm0000536	Robert Duncan McNeill	1964	\N	actor,producer,director	tt0093507,tt0387054,tt0934814,tt0112178	https://image.tmdb.org/t/p/{width_variable}/3z4QJjOvUp2eO3fIjKngPdtWGfQ.jpg
nm0000540	Russ Meyer	1922	2004	director,cinematographer,writer	tt0059170,tt0059474,tt0075376,tt0078846	https://image.tmdb.org/t/p/{width_variable}/zNVAAdgIk9q3SQadZuQKr6wHlXM.jpg
nm0000541	Bette Midler	1945	\N	soundtrack,actress,producer	tt0091877,tt0094715,tt0107120,tt0116313	https://image.tmdb.org/t/p/{width_variable}/AboHBmgeoFkCwp7mQHyfORnbOPY.jpg
nm0000545	Helen Mirren	1945	\N	actress,producer,director	tt0975645,tt0280707,tt1245526,tt0436697	https://image.tmdb.org/t/p/{width_variable}/eY26gqv9EGunId7kp32pLueXvz4.jpg
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt2932536,tt0112760,tt0093058,tt1345836	https://image.tmdb.org/t/p/{width_variable}/z974QEHL12qUvLyk6hlWGAmDgom.jpg
nm0000547	Alfred Molina	1953	\N	actor,producer,soundtrack	tt0316654,tt0175880,tt0118749,tt0120679	https://image.tmdb.org/t/p/{width_variable}/nJo91Czesn6z0d0pkfbDoVZY3sg.jpg
nm0000549	Roger Moore	1927	2017	actor,miscellaneous,producer	tt0076752,tt0079574,tt0082398,tt0086034	https://image.tmdb.org/t/p/{width_variable}/7H7UXpYPAIZGUs4uSkzqpTrYyxX.jpg
nm0000550	Kate Mulgrew	1955	\N	actress,producer,writer	tt0253754,tt0112178,tt0089901,tt2372162	https://image.tmdb.org/t/p/{width_variable}/cikUr2PEluEamVsLgrnWWLx9ZsI.jpg
nm0000551	Dermot Mulroney	1963	\N	actor,soundtrack,music_department	tt0096487,tt0119738,tt0356680,tt1322269	https://image.tmdb.org/t/p/{width_variable}/5gJszOF45KMPB5tmAbKdK0qgQBx.jpg
nm0000552	Eddie Murphy	1961	\N	actor,writer,producer	tt0443489,tt0094898,tt0117218,tt0097481	https://image.tmdb.org/t/p/{width_variable}/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg
nm0000553	Liam Neeson	1952	\N	actor,producer,soundtrack	tt0362269,tt0108052,tt1601913,tt0429493	https://image.tmdb.org/t/p/{width_variable}/bboldwqSC6tdw2iL6631c98l2Mn.jpg
nm0000554	Sam Neill	1947	\N	actor,producer,director	tt0104850,tt4698684,tt0107290,tt0163025	https://image.tmdb.org/t/p/{width_variable}/iIfuxalf37xUayuGyK0zG7z6WEZ.jpg
nm0000555	Judd Nelson	1959	\N	actor,writer,producer	tt0102526,tt0088847,tt0090060,tt0092106	https://image.tmdb.org/t/p/{width_variable}/7kRf8vE0ZjMuunh8BaD50B3EhS5.jpg
nm0000557	Brigitte Nielsen	1963	\N	actress,soundtrack,producer	tt5073058,tt0089893,tt0092644	https://image.tmdb.org/t/p/{width_variable}/7PjOtSKahi6nsMyp8byLzO2JWUE.jpg
nm0000558	Leslie Nielsen	1926	2010	actor,producer,soundtrack	tt0080339,tt0102510,tt0095705,tt0120901	https://image.tmdb.org/t/p/{width_variable}/u5vWl5dw69Nf89f905Qb5JqEVL3.jpg
nm0000559	Leonard Nimoy	1931	2015	actor,director,producer	tt0092007,tt0102975,tt0796366,tt0088170	https://image.tmdb.org/t/p/{width_variable}/6U58BEkktBoLzevAvaMTR9mfGqR.jpg
nm0000561	Peter North	1957	\N	actor,director,producer	tt0160323,tt0199096,tt0183057,tt0128316	
nm0000563	Chris O'Donnell	1970	\N	actor,producer,director	tt0190865,tt0118688,tt0108333,tt0105323	https://image.tmdb.org/t/p/{width_variable}/1AzJWI4zf0MEeetSGzmeb6SrolK.jpg
nm0000564	Peter O'Toole	1932	2013	actor,soundtrack,producer	tt0056172,tt0063227,tt0081568,tt0332452	https://image.tmdb.org/t/p/{width_variable}/7HzyrEuRVPpjmyJTeiU5oILd3Cn.jpg
nm0000567	George Orwell	1903	1950	writer	tt0087803,tt1785318,tt0498637,tt0048918	https://image.tmdb.org/t/p/{width_variable}/ga93NdMTy6MAIxz35NtVWCN2NBM.jpg
nm0000568	Frank Oz	1944	\N	actor,miscellaneous,soundtrack	tt0063951,tt0087755,tt0074028,tt0121765	https://image.tmdb.org/t/p/{width_variable}/mb2JbT8s6LIgaxj6QTph0NW1pmI.jpg
nm0000569	Gwyneth Paltrow	1972	\N	actress,producer,soundtrack	tt0138097,tt0120148,tt1300854,tt0116191	https://image.tmdb.org/t/p/{width_variable}/m2xcWJvhRdfbHxDj13gTAQ5Is0d.jpg
nm0000570	Alan Parker	1944	2020	director,soundtrack,writer	tt0077928,tt0095647,tt0116250,tt0092563	https://image.tmdb.org/t/p/{width_variable}/pdpFqPNq4HZiPax1WSMbEDpND2I.jpg
nm0000573	Dolly Parton	1946	\N	music_artist,soundtrack,music_department	tt0073984,tt0092342,tt0080319,tt0162822	https://image.tmdb.org/t/p/{width_variable}/uLFZgrfSqAxLj3UM7dkTPdlCKkc.jpg
nm0000575	Alexandra Paul	1963	\N	actress,producer,writer	tt0092925,tt0096542,tt0106689,tt0085333	https://image.tmdb.org/t/p/{width_variable}/aih7W4GZFVhX3VF0yJvhuvIUdbS.jpg
nm0000576	Sean Penn	1960	\N	actor,producer,director	tt1013753,tt0112818,tt0327056,tt0315733	https://image.tmdb.org/t/p/{width_variable}/9glqNTVpFpdN1nFklKaHPUyCwR6.jpg
nm0000577	George Peppard	1928	1994	actor,assistant_director,soundtrack	tt0057917,tt0060177,tt0068663,tt0054698	https://image.tmdb.org/t/p/{width_variable}/td2SN1HGqgGsWLi4YhReMYvH2ik.jpg
nm0000578	Anthony Perkins	1932	1992	actor,soundtrack,director	tt0086154,tt0078869,tt0054215,tt0091799	https://image.tmdb.org/t/p/{width_variable}/7FipKwmg2woHNvt5ATeXLBirHXs.jpg
nm0000579	Ron Perlman	1950	\N	actor,producer,soundtrack	tt0411477,tt0167190,tt3973768,tt0092319	https://image.tmdb.org/t/p/{width_variable}/9riPBfsWpzEzh2y9ucxTW22iakI.jpg
nm0000580	Luke Perry	1966	2019	actor,producer,soundtrack	tt0098749,tt0103893,tt0109021,tt0119116	https://image.tmdb.org/t/p/{width_variable}/78TAr0wLoRHyubnYxjyHNCt70V2.jpg
nm0000581	Joseph L. Mankiewicz	1909	1993	writer,producer,director	tt0042192,tt0069281,tt0056937,tt0041587	https://image.tmdb.org/t/p/{width_variable}/qfs773ZGMwojZTl0WKM7b7qh8Mu.jpg
nm0000583	Wolfgang Petersen	1941	2022	director,producer,writer	tt0088323,tt0082096,tt0114069,tt0089092	https://image.tmdb.org/t/p/{width_variable}/8TTijeJBFITOhvJruS68aCjwK9f.jpg
nm0000585	Robert Picardo	1953	\N	actor,soundtrack,writer	tt0117731,tt0112178,tt0094433,tt0093260	https://image.tmdb.org/t/p/{width_variable}/9TOY0mhWRMlU5Ur8QHMoDecWs2n.jpg
nm0000586	Jada Pinkett Smith	1971	\N	producer,actress,writer	tt0234215,tt0242653,tt0114608,tt0120082	https://image.tmdb.org/t/p/{width_variable}/yEcuU0hsbrw7wBUjNlWkKHitVCp.jpg
nm0000587	Donald Pleasence	1919	1995	actor,writer,soundtrack	tt0062512,tt0057115,tt0077651,tt0082495	https://image.tmdb.org/t/p/{width_variable}/eVJGFCd8ikP6w0XjkuiTbsm65eD.jpg
nm0000588	Martha Plimpton	1970	\N	actress,soundtrack,writer	tt0115639,tt0096018,tt0089218,tt0091557	https://image.tmdb.org/t/p/{width_variable}/bCfhOm4WRb2X5RQdfz5TpMvMZ1.jpg
nm0000590	Edgar Allan Poe	1809	1849	writer,soundtrack,miscellaneous	tt21321726,tt0024894,tt1663656,tt1772264	https://image.tmdb.org/t/p/{width_variable}/AlgddAgqBWRZUNHtX2Rue60HSIg.jpg
nm0000591	Roman Polanski	1933	\N	director,actor,writer	tt1692486,tt0074811,tt1139328,tt0071315	https://image.tmdb.org/t/p/{width_variable}/yHwHSXdZatkoLgIjPeW14GKlrZs.jpg
nm0000594	Jason Priestley	1969	\N	actor,producer,director	tt2334593,tt5722298,tt0098749,tt1558182	https://image.tmdb.org/t/p/{width_variable}/lQvkOOhf59FTD86G96fTRp17VJt.jpg
nm0000597	Bill Pullman	1953	\N	actor,director,soundtrack	tt0116629,tt1628841,tt0094012,tt0116922	https://image.tmdb.org/t/p/{width_variable}/AlLhgmcX5zh3frPT82OSPY9gqXO.jpg
nm0000598	Dennis Quaid	1954	\N	actor,producer,soundtrack	tt0319262,tt0297884,tt0093260,tt0186151	https://image.tmdb.org/t/p/{width_variable}/rvvxhJ7iR8GCZeKgg1qU8Bd89jG.jpg
nm0000599	Kathleen Quinlan	1954	\N	actress,producer,director	tt0120633,tt0101761,tt0112384,tt0118771	https://image.tmdb.org/t/p/{width_variable}/w93KLi08Mi7IQCojz7D49g9WccE.jpg
nm0000600	Sam Raimi	1959	\N	producer,writer,actor	tt0083907,tt0099365,tt0106308,tt0145487	https://image.tmdb.org/t/p/{width_variable}/8gssvwiPrFRuFRlr5ruKx68k1Jl.jpg
nm0000601	Harold Ramis	1944	2014	writer,actor,producer	tt0087332,tt0107048,tt0478311,tt0083131	https://image.tmdb.org/t/p/{width_variable}/kmTMTxthkDAsygk3Am4IUSVYYRi.jpg
nm0000602	Robert Redford	1936	\N	producer,actor,director	tt0081283,tt0064115,tt0074119,tt0087781	https://image.tmdb.org/t/p/{width_variable}/dzoUdwi8MTEl2p3JLFGYYFLAUlm.jpg
nm0000603	Vanessa Redgrave	1937	\N	actress,soundtrack,producer	tt0783233,tt0892318,tt0104454,tt1372686	https://image.tmdb.org/t/p/{width_variable}/ngBS6mLHn1in3kLJlTMR7w0J68r.jpg
nm0000604	John C. Reilly	1965	\N	actor,writer,producer	tt0841046,tt0299658,tt2015381,tt0118749	https://image.tmdb.org/t/p/{width_variable}/iDQ8w4qcxU3le5ZWoCKpHs1QNok.jpg
nm0000605	Brad Renfro	1982	2008	actor,soundtrack,writer	tt0117665,tt0109446,tt0118636,tt0112757	https://image.tmdb.org/t/p/{width_variable}/oOtzyE9wkbBV58ZxyYsGzyPxoSw.jpg
nm0000607	Paul Reubens	1952	2023	actor,writer,soundtrack	tt0091059,tt0090500,tt0089791,tt0094744	https://image.tmdb.org/t/p/{width_variable}/9xGL3pGNAiZDtzKTVDQY90Mkyqs.jpg
nm0000608	Burt Reynolds	1936	2018	actor,director,producer	tt0118749,tt0076729,tt0082136,tt0117765	https://image.tmdb.org/t/p/{width_variable}/5FNuc4f1OR9EF9QcrcnFIr3zZQr.jpg
nm0000609	Ving Rhames	1959	\N	actor,producer,writer	tt0110912,tt0120755,tt0163988,tt2381249	https://image.tmdb.org/t/p/{width_variable}/ohAOsD8E4tu35PI2buzZORpn9Ef.jpg
nm0000610	Giovanni Ribisi	1974	\N	actor,producer,cinematographer	tt0499549,tt0346156,tt0219699,tt0181984	https://image.tmdb.org/t/p/{width_variable}/3Tqh4AMtqCqPljNe2agZD9ZeoFf.jpg
nm0000614	Alan Rickman	1946	2016	actor,soundtrack,writer	tt0408236,tt0102798,tt0095016,tt0177789	https://image.tmdb.org/t/p/{width_variable}/7tADZs4ILE93oJ5pAh6mKQFEq2m.jpg
nm0000615	John Ritter	1948	2003	actor,producer,soundtrack	tt0100419,tt0117666,tt0075596,tt0307987	https://image.tmdb.org/t/p/{width_variable}/qtDUmYHdT6RCs8wp5FmIZMKNelM.jpg
nm0000618	Isabella Rossellini	1952	\N	actress,director,writer	tt2316411,tt0090756,tt0104070,tt0106881	https://image.tmdb.org/t/p/{width_variable}/z0zojT6nwDxi35HMcXlVpBfuBAU.jpg
nm0000619	Tim Roth	1961	\N	actor,producer,soundtrack	tt0110912,tt3460252,tt0133152,tt0114287	https://image.tmdb.org/t/p/{width_variable}/qSizF2i9gz6c6DbAC5RoIq8sVqX.jpg
nm0000620	Mickey Rourke	1952	\N	actor,writer,producer	tt1125849,tt1228705,tt0092563,tt0401792	https://image.tmdb.org/t/p/{width_variable}/i6vXukUwRsJa7S9yhZgoKt9xLDv.jpg
nm0000621	Kurt Russell	1951	\N	actor,producer,soundtrack	tt0116225,tt0084787,tt0082340,tt3460252	https://image.tmdb.org/t/p/{width_variable}/jlDsaslRhAof3lG5GeR422fVigD.jpg
nm0000625	Fred Savage	1976	\N	actor,director,producer	tt0094582,tt0093779,tt0295178,tt0090768	https://image.tmdb.org/t/p/{width_variable}/ux4TBPjG2kZDUlDiKb6eBK7BBFl.jpg
nm0000626	John Sayles	1950	\N	writer,actor,director	tt0116905,tt0095082,tt0119657,tt0087004	https://image.tmdb.org/t/p/{width_variable}/iFGXKTs2eDfBQjhvYoaWtdUaWbU.jpg
nm0000628	Johnathon Schaech	1969	\N	actor,writer,producer	tt0159276,tt11695190,tt0117887,tt0926129	https://image.tmdb.org/t/p/{width_variable}/Oie8DRAaTR200FfgxtRG7MbdAA.jpg
nm0000630	Liev Schreiber	1967	\N	actor,producer,miscellaneous	tt0368008,tt0404030,tt0458525,tt1895587	https://image.tmdb.org/t/p/{width_variable}/3wFnwxs1LIZOh1FtWjZWuS2mm8z.jpg
nm0000631	Ridley Scott	1937	\N	producer,director,production_designer	tt0103074,tt3659388,tt0083658,tt2193215	https://image.tmdb.org/t/p/{width_variable}/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg
nm0000632	Jerry Seinfeld	1954	\N	producer,writer,actor	tt0389790,tt2314952,tt12117854,tt0098904	https://image.tmdb.org/t/p/{width_variable}/9OSptNQPVCUKZs1J3tqKcwtaB2v.jpg
nm0000633	Tom Selleck	1945	\N	actor,producer,writer	tt0119360,tt0080240,tt1595859,tt0094137	https://image.tmdb.org/t/p/{width_variable}/uhrK7HBzIVPFTNgp08KHuihadMS.jpg
nm0000634	Peter Sellers	1925	1980	actor,soundtrack,writer	tt0078841,tt0057012,tt0072081,tt0075066	https://image.tmdb.org/t/p/{width_variable}/k68WsOAixUuzaTCLFLy5JsODdKL.jpg
nm0000635	Yahoo Serious	1953	\N	director,actor,writer	tt0107930,tt0096486,tt0156807,tt6893696	https://image.tmdb.org/t/p/{width_variable}/gKlbGXT5ZoJ8D5h5DXUNem8HSBE.jpg
nm0000636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous	tt14297038,tt20711868,tt8632012,tt10095582	https://image.tmdb.org/t/p/{width_variable}/60ZqefTZIgfGtklgihIjXmi4ClH.jpg
nm0000637	Tupac Shakur	1971	1996	music_artist,soundtrack,composer	tt0109035,tt0118900,tt0107840,tt0104573	https://image.tmdb.org/t/p/{width_variable}/tasKybiACxAkc6eykxrL005XPRQ.jpg
nm0000638	William Shatner	1931	\N	actor,producer,writer	tt0088170,tt0092007,tt0098382,tt0084726	https://image.tmdb.org/t/p/{width_variable}/7lsjbNFMGj3kYYWoMk1LNnl4p5P.jpg
nm0000640	Martin Sheen	1940	\N	actor,producer,soundtrack	tt0407887,tt1441912,tt0078788,tt0069762	https://image.tmdb.org/t/p/{width_variable}/5W4OuI6evOYyPc3pUnKAEnpLtX3.jpg
nm0000641	Gary Sinise	1955	\N	actor,producer,director	tt0112384,tt0109830,tt0117438,tt0105046	https://image.tmdb.org/t/p/{width_variable}/ngYV91xYfCu0JNcSxJ4yQ7tzOna.jpg
nm0000643	Tom Skerritt	1933	\N	actor,director,producer	tt0078748,tt0092099,tt0098384,tt0118884	https://image.tmdb.org/t/p/{width_variable}/8iTZjd5W1EFKg3NRNsKht0akdGB.jpg
nm0000644	Helen Slater	1963	\N	actress,soundtrack,writer	tt0091877,tt0089470,tt0093936,tt0088206	https://image.tmdb.org/t/p/{width_variable}/6WGhch6xLlFh0mQ9NR5BQ1UHaT9.jpg
nm0000645	Anna Nicole Smith	1967	2007	actress,miscellaneous,producer	tt0110622,tt0114467,tt0758754,tt0377471	https://image.tmdb.org/t/p/{width_variable}/nvrEDjP32lT0e05GP1o4qJMGzVX.jpg
nm0000647	Alan Smithee	1986	\N	director,actor,producer	tt4591238,tt27881541,tt2076794,tt0118577	
nm0000649	Paul Sorvino	1939	2022	actor,soundtrack,director	tt0099685,tt0113987,tt0102803,tt0963194	https://image.tmdb.org/t/p/{width_variable}/4gDEo0wty5ixtrpV0U17PlHoFik.jpg
nm0000651	Sissy Spacek	1949	\N	actress,soundtrack,art_department	tt0074285,tt0247425,tt0080549,tt1454029	https://image.tmdb.org/t/p/{width_variable}/xAxenjxjLNQFq4v1ccS2to3Mnoq.jpg
nm0000653	Brent Spiner	1949	\N	actor,soundtrack,director	tt0253754,tt1628841,tt0117731,tt0111280	https://image.tmdb.org/t/p/{width_variable}/wHaOTfxOEKOPssDYaSSB5zenml4.jpg
nm0000654	Terence Stamp	1938	\N	actor,soundtrack,director	tt1047011,tt1385826,tt0109045,tt0165854	https://image.tmdb.org/t/p/{width_variable}/ept9urkuhPbGndVXkERw39R9oid.jpg
nm0000655	Eric Stoltz	1961	\N	actor,producer,director	tt0110912,tt0094006,tt0289879,tt0089560	https://image.tmdb.org/t/p/{width_variable}/sP5tI3NVHrhmle5qotVz9q2mWfR.jpg
