titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt1130884	10	Shutter Island	GB	\N	imdbDisplay	\N	0
tt1130884	11	La isla siniestra	PE	\N	imdbDisplay	\N	0
tt1130884	12	Shutter Island	NL	\N	imdbDisplay	\N	0
tt1130884	13	Shutter Island	IN	hi	imdbDisplay	\N	0
tt1130884	14	Wyspa tajemnic	PL	\N	imdbDisplay	\N	0
tt1130884	15	Suletud saar	EE	\N	imdbDisplay	\N	0
tt1130884	16	La isla siniestra	MX	\N	imdbDisplay	\N	0
tt1130884	17	Shutter Island	\N	\N	original	\N	1
tt1130884	18	Shutter Island	IN	en	imdbDisplay	\N	0
tt1130884	19	Shutter Island	JP	en	imdbDisplay	\N	0
tt1130884	1	Ilha do Medo	BR	\N	imdbDisplay	\N	0
tt1130884	20	Остров проклятых	RU	\N	imdbDisplay	\N	0
tt1130884	21	Shutter Island	DK	\N	imdbDisplay	\N	0
tt1130884	22	La isla siniestra	EC	\N	imdbDisplay	\N	0
tt1130884	23	Slēgtā sala	LV	\N	imdbDisplay	\N	0
tt1130884	24	Острів проклятих	UA	\N	imdbDisplay	\N	0
tt1130884	25	禁闭岛	CN	cmn	\N	\N	0
tt1130884	26	La Isla siniestra	VE	\N	imdbDisplay	\N	0
tt1130884	27	Zindan Adası	TR	tr	imdbDisplay	\N	0
tt1130884	28	Sheshlilta Kundzuli	GE	\N	imdbDisplay	\N	0
tt1130884	29	Prokletý ostrov	CZ	\N	imdbDisplay	\N	0
tt1130884	2	Insula Shutter	RO	\N	imdbDisplay	\N	0
tt1130884	30	シャッター アイランド	JP	ja	imdbDisplay	\N	0
tt1130884	31	Shutter Island	IT	\N	imdbDisplay	\N	0
tt1130884	32	Shutter Island	FR	\N	imdbDisplay	\N	0
tt1130884	33	Злокобен остров	BG	bg	imdbDisplay	\N	0
tt1130884	34	Shutter Island	EG	en	imdbDisplay	\N	0
tt1130884	35	La isla siniestra	AR	\N	imdbDisplay	\N	0
tt1130884	36	Shutter Island	PH	en	imdbDisplay	\N	0
tt1130884	37	셔터 아일랜드	KR	\N	imdbDisplay	\N	0
tt1130884	38	Shutter Island	TH	en	imdbDisplay	\N	0
tt1130884	39	To nisi ton kataramenon	GR	\N	\N	transliterated title	0
tt1130884	3	Shutter Island	SE	\N	imdbDisplay	\N	0
tt1130884	40	Shutter Island	AU	\N	imdbDisplay	\N	0
tt1130884	41	Otok Shutter	HR	\N	imdbDisplay	\N	0
tt1130884	42	La isla siniestra	UY	\N	imdbDisplay	\N	0
tt1130884	43	Shutter Island	IL	en	imdbDisplay	\N	0
tt1130884	44	Το νησί των καταραμένων	GR	\N	imdbDisplay	\N	0
tt1130884	45	Shutter Island	ZA	en	imdbDisplay	\N	0
tt1130884	46	Shutter Island	ES	\N	imdbDisplay	\N	0
tt1130884	47	شاتر آيلاند	AE	\N	imdbDisplay	\N	0
tt1130884	48	Prekliaty ostrov	SK	\N	imdbDisplay	\N	0
tt1130884	49	Shutter Island	CA	fr	imdbDisplay	\N	0
tt1130884	4	隔離島	TW	\N	imdbDisplay	\N	0
tt1130884	50	Shutter Island	ID	en	imdbDisplay	\N	0
tt1130884	51	La'natlanganlar oroli	UZ	\N	imdbDisplay	\N	0
tt1130884	52	Kuždesių sala	LT	\N	imdbDisplay	\N	0
tt1130884	53	Shutter Island	DE	\N	imdbDisplay	\N	0
tt1130884	54	Zlovešči otok	SI	\N	imdbDisplay	\N	0
tt1130884	55	不赦島	HK	yue	imdbDisplay	\N	0
tt1130884	56	Shutter Island	SG	en	imdbDisplay	\N	0
tt1130884	57	Viharsziget	HU	\N	imdbDisplay	\N	0
tt1130884	58	Shutter Island	US	\N	imdbDisplay	\N	0
tt1130884	59	Đảo Kinh Hoàng	VN	\N	imdbDisplay	\N	0
tt1130884	5	Ashecliffe	US	\N	working	\N	0
tt1130884	6	Затворено острво	RS	\N	imdbDisplay	\N	0
tt1130884	7	Suljettu saari	FI	\N	imdbDisplay	\N	0
tt1130884	8	Shutter Island	PT	\N	imdbDisplay	\N	0
tt1130884	9	Shutter Island	CA	en	imdbDisplay	\N	0
