titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt10872600	10	Spider-Man: No Way Home	HK	en	imdbDisplay	\N	0
tt10872600	11	Spider-Man: No Way Home	CA	en	imdbDisplay	\N	0
tt10872600	12	Spider-Man: Sin camino a casa	CO	\N	imdbDisplay	\N	0
tt10872600	13	スパイダーマン: ノー・ウェイ・ホーム	JP	\N	imdbDisplay	\N	0
tt10872600	14	Өрмекші-адам: Үйге жол жоқ	KZ	kk	imdbDisplay	\N	0
tt10872600	15	Spider-Man: Bez domova	CZ	\N	imdbDisplay	\N	0
tt10872600	16	Spider-Man: No Way Home	IE	en	imdbDisplay	\N	0
tt10872600	17	Spider-Man: No Way Home	US	\N	imdbDisplay	\N	0
tt10872600	18	Spider-Man: No Way Home	DE	\N	imdbDisplay	\N	0
tt10872600	19	Людина-павук: Додому шляху нема	UA	\N	imdbDisplay	\N	0
tt10872600	1	Человек-паук: Нет пути домой	RU	\N	imdbDisplay	\N	0
tt10872600	20	Спайдър-мен: Няма път към дома	BG	bg	imdbDisplay	\N	0
tt10872600	21	蜘蛛侠：英雄无归	CN	cmn	imdbDisplay	\N	0
tt10872600	22	Spider-Man: No Way Home	AT	\N	imdbDisplay	\N	0
tt10872600	23	Hörümçək adam: Geriyə Yol Yoxdur	AZ	\N	\N	transliterated title	0
tt10872600	24	Spider-Man: No Way Home	ZA	en	imdbDisplay	\N	0
tt10872600	25	Pókember: Nincs hazaút	HU	\N	imdbDisplay	\N	0
tt10872600	26	Spider-Man: Bez drogi do domu	PL	\N	imdbDisplay	\N	0
tt10872600	27	Spider-Man: No Way Home	IL	en	imdbDisplay	\N	0
tt10872600	28	Spider-Man: No Way Home	IT	\N	imdbDisplay	\N	0
tt10872600	29	蜘蛛人：無家日	TW	\N	imdbDisplay	\N	0
tt10872600	2	Человек-паук: Нет пути домой	KZ	ru	imdbDisplay	\N	0
tt10872600	30	Spider-Man: No Way Home	FR	\N	imdbDisplay	\N	0
tt10872600	31	स्पाइडर-मैन: नो वे होम	IN	hi	imdbDisplay	\N	0
tt10872600	32	Spiderman: E'in Derekh Ha'Bai'ta	IL	he	imdbDisplay	\N	0
tt10872600	33	O'rgimchak-odam 3	UZ	\N	working	\N	0
tt10872600	34	Spider-Man: Sin camino a casa	AR	\N	imdbDisplay	\N	0
tt10872600	35	Spider-Man: No Way Home	ID	en	imdbDisplay	\N	0
