titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt9419884	10	Doctor Strange in the Multiverse of Madness	NL	\N	imdbDisplay	\N	0
tt9419884	11	Doctor Strange en el multiverso de la locura	CO	\N	imdbDisplay	\N	0
tt9419884	12	Doctor Strange in the Multiverse of Madness	TH	en	imdbDisplay	\N	0
tt9419884	13	Doctor Strange in the Multiverse of Madness	GB	\N	imdbDisplay	\N	0
tt9419884	14	奇異博士2：失控多重宇宙	TW	\N	imdbDisplay	\N	0
tt9419884	15	Doctor Strange in the Multiverse of Madness	AT	\N	imdbDisplay	\N	0
tt9419884	16	Doctor Strange en el multiverso de la locura	ES	\N	imdbDisplay	\N	0
tt9419884	17	닥터 스트레인지_ 대혼돈의 멀티버스	KR	\N	imdbDisplay	\N	0
tt9419884	18	Doctor Strange in the Multiverse of Madness	FR	\N	imdbDisplay	\N	0
tt9419884	19	Doctor Strange in the Multiverse of Madness	EG	en	imdbDisplay	\N	0
tt9419884	1	Doctor Strange en el multiverso de la locura	PE	\N	imdbDisplay	\N	0
tt9419884	20	Doctor Strange in the Multiverse of Madness	US	en	\N	\N	0
tt9419884	21	Doctor Strange în Multiversul Nebuniei	RO	\N	imdbDisplay	\N	0
tt9419884	22	Doctor Strange in the Multiverse of Madness	DE	\N	imdbDisplay	\N	0
tt9419884	23	Doktor Strange: Çoklu Evren Çılgınlığında	TR	tr	imdbDisplay	\N	0
tt9419884	24	Doctor Strange in the Multiverse of Madness	US	\N	imdbDisplay	\N	0
tt9419884	25	Doctor Strange in the Multiverse of Madness	SG	en	imdbDisplay	\N	0
tt9419884	26	Doktor Strange u Multiverzumu Ludila	HR	\N	imdbDisplay	\N	0
tt9419884	27	Doctor Strange in the Multiverse of Madness	AU	\N	imdbDisplay	\N	0
tt9419884	28	Doctor Strange in the Multiverse of Madness	NZ	en	imdbDisplay	\N	0
tt9419884	29	Доктор Стрэндж: В мультивселенной безумия	KZ	ru	imdbDisplay	\N	0
tt9419884	2	ドクター・ストレンジ／マルチバース・オブ・マッドネス	JP	ja	imdbDisplay	\N	0
tt9419884	30	Доктор Стрэндж: В мультивселенной безумия	RU	\N	imdbDisplay	\N	0
tt9419884	31	Doctor Strange en el multiverso de la locura	AR	\N	imdbDisplay	\N	0
tt9419884	32	Doctor Strange in the Multiverse of Madness	ZA	en	imdbDisplay	\N	0
tt9419884	33	Doctor Strange in the Multiverse of Madness	\N	\N	original	\N	1
tt9419884	34	Doctor Strange in the Multiverse of Madness	ID	en	imdbDisplay	\N	0
tt9419884	35	Doctor Strange nel multiverso della follia	IT	\N	imdbDisplay	\N	0
tt9419884	36	Docteur Strange dans le multivers de la folie	CA	fr	imdbDisplay	\N	0
tt9419884	37	Doutor Estranho no Multiverso da Loucura	PT	\N	imdbDisplay	\N	0
tt9419884	38	Phù Thủy Tối Thượng Trong Đa Vũ Trụ Hỗn Loạn	VN	\N	imdbDisplay	\N	0
tt9419884	39	Доктор Стрейндж в мултивселената на лудостта	BG	bg	imdbDisplay	\N	0
tt9419884	3	Doctor Strange az őrület multiverzumában	HU	\N	imdbDisplay	\N	0
tt9419884	40	Doctor Strange in the Multiverse of Madness	IN	hi	imdbDisplay	\N	0
tt9419884	41	Доктор Стрејнџ у мултиверзуму лудила	RS	\N	imdbDisplay	\N	0
tt9419884	42	Doctor Strange in the Multiverse of Madness	SE	\N	imdbDisplay	\N	0
tt9419884	43	Daktaras Streindžas beprotybės multivisatoje	LT	\N	imdbDisplay	\N	0
tt9419884	44	Doctor Strange in the Multiverse of Madness	GR	\N	imdbDisplay	\N	0
tt9419884	45	奇异博士2：疯狂多元宇宙	CN	cmn	imdbDisplay	\N	0
tt9419884	46	Doctor Strange in the Multiverse of Madness	DK	\N	imdbDisplay	\N	0
tt9419884	47	Doctor Strange in the Multiverse of Madness	CA	en	imdbDisplay	\N	0
tt9419884	48	奇異博士2：失控多元宇宙	HK	yue	imdbDisplay	\N	0
tt9419884	49	Doctor Strange Be'Mei'madei Ha'Terrouf	IL	he	imdbDisplay	\N	0
tt9419884	4	Doctor Strange in the Multiverse of Madness	IN	en	imdbDisplay	\N	0
tt9419884	50	Doctor Strange in the Multiverse of Madness	IE	en	imdbDisplay	\N	0
tt9419884	51	Doctor Strange in the Multiverse of Madness	AE	\N	imdbDisplay	\N	0
tt9419884	52	Doctor Strange en el multiverso de la locura	MX	\N	imdbDisplay	\N	0
tt9419884	53	Doktor Strange w multiwersum obłędu	PL	\N	imdbDisplay	\N	0
tt9419884	54	Доктор Стрендж у Мультивсесвіті божевілля	UA	\N	imdbDisplay	\N	0
tt9419884	55	Doctor Strange en el multiverso de la locura	CL	\N	imdbDisplay	\N	0
tt9419884	56	Doktor Strange w wieloświecie szaleństwa	PL	\N	working	\N	0
tt9419884	57	Doctor Strange in the Multiverse of Madness	XWW	en	imdbDisplay	\N	0
tt9419884	5	Doctor Strange v mnohovesmíru šílenství	CZ	\N	imdbDisplay	\N	0
tt9419884	6	Doctor Strange en el multiverso de la locura	EC	\N	imdbDisplay	\N	0
tt9419884	7	Doutor Estranho no Multiverso da Loucura	BR	\N	imdbDisplay	\N	0
tt9419884	8	Doctor Strange in the Multiverse of Madness	PH	en	imdbDisplay	\N	0
tt9419884	9	Doctor Strange v mnohovesmíre šialenstva	SK	\N	imdbDisplay	\N	0
