titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt1160419	10	Dune: peščeni planet	SI	\N	imdbDisplay	\N	0
tt1160419	11	Дюна	RU	\N	imdbDisplay	\N	0
tt1160419	12	Дюна	KZ	\N	imdbDisplay	\N	0
tt1160419	13	Дюна	UA	\N	imdbDisplay	\N	0
tt1160419	14	Dune	IN	en	imdbDisplay	\N	0
tt1160419	15	Dune	LU	fr	imdbDisplay	\N	0
tt1160419	16	DUNE/デューン 砂の惑星	JP	ja	imdbDisplay	\N	0
tt1160419	17	Duna	UY	\N	imdbDisplay	\N	0
tt1160419	18	Dune	DK	\N	imdbDisplay	\N	0
tt1160419	19	Dune	BD	en	imdbDisplay	\N	0
tt1160419	1	Dune	SE	\N	imdbDisplay	\N	0
tt1160419	20	Dune: Çöl Gezegeni	TR	tr	imdbDisplay	\N	0
tt1160419	21	沙丘（上）	CN	cmn	alternative	\N	0
tt1160419	22	Dune	AE	\N	imdbDisplay	\N	0
tt1160419	23	Düün	EE	\N	imdbDisplay	\N	0
tt1160419	24	Dune - Duna	PT	\N	imdbDisplay	\N	0
tt1160419	25	Dune	NO	\N	imdbDisplay	\N	0
tt1160419	26	Kholit	IL	he	imdbDisplay	\N	0
tt1160419	27	Duna	CZ	\N	imdbDisplay	\N	0
tt1160419	28	Dune	RO	\N	imdbDisplay	\N	0
tt1160419	29	DUNE/デューン 砂の惑星	JP	\N	imdbDisplay	\N	0
tt1160419	2	Dune	GR	\N	imdbDisplay	\N	0
tt1160419	30	Dyyni	FI	\N	imdbDisplay	\N	0
tt1160419	31	Duna	AR	\N	imdbDisplay	\N	0
tt1160419	32	Diuna	PL	\N	imdbDisplay	\N	0
tt1160419	33	Duna	MX	\N	imdbDisplay	\N	0
tt1160419	34	Hành Tinh Cát	VN	\N	imdbDisplay	\N	0
tt1160419	35	Дина	BA	sr	imdbDisplay	\N	0
tt1160419	36	Dune: Part One	\N	\N	original	\N	1
tt1160419	37	Dune	FR	\N	imdbDisplay	\N	0
tt1160419	38	Dune	IT	\N	imdbDisplay	\N	0
tt1160419	39	듄	KR	\N	imdbDisplay	\N	0
tt1160419	3	沙丘	TW	\N	imdbDisplay	\N	0
tt1160419	40	Duna	CL	\N	imdbDisplay	\N	0
tt1160419	41	Dune	EG	en	imdbDisplay	\N	0
tt1160419	42	Дюн	BG	bg	imdbDisplay	\N	0
tt1160419	43	Дина	RS	\N	imdbDisplay	\N	0
tt1160419	44	Dune	PH	en	imdbDisplay	\N	0
tt1160419	45	Kopa	LT	\N	imdbDisplay	\N	0
tt1160419	46	Dune	TH	en	imdbDisplay	\N	0
tt1160419	47	ड्यून	IN	hi	imdbDisplay	\N	0
tt1160419	48	Dune	AU	\N	imdbDisplay	\N	0
tt1160419	49	Duna	CO	\N	imdbDisplay	\N	0
tt1160419	4	Duna (parte uno)	MX	\N	alternative	\N	0
tt1160419	50	Kāpa	LV	\N	imdbDisplay	\N	0
tt1160419	51	Dune	ZA	en	imdbDisplay	\N	0
tt1160419	52	Dyuna	UZ	\N	imdbDisplay	\N	0
tt1160419	53	Dune	ES	\N	imdbDisplay	\N	0
tt1160419	54	Dűne	HU	\N	imdbDisplay	\N	0
tt1160419	55	Dune	CH	en	imdbDisplay	\N	0
tt1160419	56	Duna: Primeira Parte	BR	\N	alternative	\N	0
tt1160419	57	Dune	CA	fr	imdbDisplay	\N	0
tt1160419	58	Dune	ID	en	imdbDisplay	\N	0
tt1160419	59	Duna	EC	\N	imdbDisplay	\N	0
tt1160419	5	Dune	IE	en	imdbDisplay	\N	0
tt1160419	60	Dune	DE	\N	imdbDisplay	\N	0
tt1160419	61	沙丘	CN	cmn	imdbDisplay	\N	0
tt1160419	62	Dune	SG	en	imdbDisplay	\N	0
tt1160419	63	Duna	SK	\N	imdbDisplay	\N	0
tt1160419	64	沙丘瀚戰	HK	yue	imdbDisplay	\N	0
tt1160419	65	Dune	US	\N	imdbDisplay	\N	0
tt1160419	66	Dina	HR	\N	imdbDisplay	\N	0
tt1160419	67	Duna	PE	\N	imdbDisplay	\N	0
tt1160419	68	Duna	BR	\N	imdbDisplay	\N	0
tt1160419	69	Dune	NZ	en	imdbDisplay	\N	0
tt1160419	6	Dune	CA	en	imdbDisplay	\N	0
tt1160419	70	Dune	AT	\N	imdbDisplay	\N	0
tt1160419	71	Duna	VE	\N	imdbDisplay	\N	0
tt1160419	7	沙丘：第一部	CN	cmn	alternative	\N	0
tt1160419	8	Dune	GB	\N	imdbDisplay	\N	0
tt1160419	9	Dune	NL	\N	imdbDisplay	\N	0
