tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	img_url_asset
tt1517268	movie	Barbie	Barbie	0	2023	\N	114	Adventure,Comedy,Fantasy	https://image.tmdb.org/t/p/{width_variable}/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg
